promedio,asistencia,reprobadas,semestre,ingreso_familiar,beca,trabaja,horas_trabajo,internet_casa,computadora_propia,deserto,probabilidad_desercion,riesgo
6.32,88,5,7,10632,0,1,22,0,1,1,0.7527487,1
5.72,98,2,6,9578,1,0,0,1,1,0,0.6498124,1
6.68,59,0,9,19561,1,0,0,1,1,0,0.3463724,0
6.82,94,4,7,21044,0,0,0,1,0,0,0.6303472,1
4.93,68,1,8,17348,0,0,0,1,1,1,0.7412309,1
7.98,77,3,7,8599,0,1,36,1,0,1,0.7132173,1
5.68,77,1,4,8815,1,0,0,1,0,0,0.57303727,1
4.65,68,0,6,6272,1,0,0,0,0,1,0.8642395,1
7.58,95,2,6,30000,0,1,30,1,0,0,0.51747406,1
6.99,62,3,4,6866,0,1,42,1,0,0,0.9019609,1
4.95,54,2,8,12519,1,1,44,1,1,1,0.92241794,1
6.19,82,1,8,22921,1,1,37,1,0,0,0.6033536,1
5.95,73,1,7,20598,0,1,46,1,1,0,0.79131913,1
5.66,67,1,8,20044,0,0,0,1,1,0,0.61981046,1
5.08,100,1,5,4662,0,0,0,1,1,0,0.7930674,1
6.85,67,0,8,6738,1,0,0,0,1,0,0.6279761,1
7.73,67,4,6,4583,0,0,0,1,1,0,0.71065074,1
6.08,56,1,4,21617,0,1,26,1,1,0,0.63741815,1
8.33,79,4,8,9318,0,0,0,1,1,0,0.42796585,1
7.4,88,5,7,8214,1,0,0,0,1,1,0.64980644,1
9.11,81,4,6,4244,0,0,0,0,0,0,0.50190747,1
7.49,100,1,5,10840,0,1,41,1,1,0,0.52202135,1
6.19,62,1,10,10071,0,0,0,0,1,1,0.56705755,1
7.45,81,1,5,30000,0,0,0,0,1,0,0.36397174,0
7.22,70,2,7,16724,0,0,0,0,0,0,0.6691231,1
4.98,69,1,4,6967,0,1,33,0,1,1,0.9260275,1
5.68,68,0,4,4455,0,0,0,0,1,0,0.8240401,1
7.9,74,1,5,15655,0,1,14,0,1,0,0.39283964,0
5.85,65,2,9,6028,1,1,41,1,1,1,0.9237843,1
8.18,76,2,5,5920,0,1,33,0,1,1,0.69126385,1
4.84,71,2,9,21224,1,1,32,0,0,1,0.8954264,1
7.23,83,2,6,3358,0,1,60,1,0,1,0.8301552,1
6.35,64,2,6,7001,0,0,0,0,0,1,0.84635997,1
5.37,77,1,5,11879,0,1,30,0,1,1,0.7965154,1
6.12,80,2,6,3758,0,1,27,0,1,1,0.8625242,1
5.94,58,2,5,6032,0,1,51,1,1,1,0.92040056,1
9.97,92,2,8,10147,0,1,13,1,0,1,0.1294506,0
8.18,69,2,5,9726,0,1,26,1,0,0,0.48657086,1
6.47,74,4,10,11037,1,0,0,1,0,1,0.8275731,1
9.6,73,1,4,8818,0,1,31,1,1,0,0.29017627,0
7.11,58,2,4,7304,0,0,0,0,1,0,0.67871064,1
6.72,99,1,6,7056,0,0,0,0,1,0,0.40955693,1
8.37,53,5,8,6349,0,0,0,0,0,0,0.6544054,1
7.5,66,1,4,10676,0,0,0,1,0,0,0.49523082,1
6.8,68,1,7,7697,0,1,36,0,0,0,0.69892275,1
5.94,93,2,9,6726,1,0,0,1,1,0,0.7938375,1
6.54,75,1,8,30000,1,1,42,1,1,1,0.6752564,1
6.16,75,1,10,7575,0,0,0,1,0,0,0.52051026,1
5.37,83,2,6,16263,0,0,0,1,1,0,0.70018756,1
6.12,86,0,6,5862,0,1,27,1,1,1,0.779603,1
5.95,77,2,4,12659,0,1,33,0,0,1,0.8192053,1
5.17,87,5,5,4199,0,0,0,1,0,1,0.8810295,1
5.64,79,2,9,4787,0,0,0,0,1,0,0.8444511,1
8.28,66,1,7,3744,0,0,0,1,0,0,0.49985078,1
8.54,65,3,8,7918,0,1,29,1,1,0,0.664752,1
7.21,75,1,5,12614,0,0,0,1,1,0,0.36904612,0
5.77,58,4,5,6911,0,1,22,0,0,1,0.9435853,1
6.21,73,2,4,9536,0,1,45,0,1,1,0.83047515,1
7.09,76,3,6,3643,1,0,0,0,1,0,0.7619795,1
8.44,83,4,4,11561,0,0,0,1,0,1,0.43701974,1
6.01,81,2,6,17060,1,1,30,0,1,1,0.76055807,1
5.21,77,3,7,6815,0,0,0,1,0,0,0.9037945,1
5.57,100,2,10,28940,0,1,33,1,0,1,0.78646123,1
6.77,48,2,9,5825,1,1,29,0,0,0,0.84827024,1
7.6,82,2,7,10323,0,0,0,1,0,0,0.4781047,1
9.07,40,0,4,18653,1,1,25,0,1,1,0.2300646,0
4.06,66,2,8,17309,0,0,0,0,1,0,0.8240419,1
5.99,78,4,6,6601,0,1,37,1,1,1,0.92438155,1
7.17,100,3,6,7004,0,0,0,0,1,0,0.7260042,1
5.0,64,3,10,11966,0,1,10,1,0,1,0.9130346,1
6.11,67,3,5,21821,1,0,0,1,0,0,0.7128601,1
4.38,68,3,9,6870,0,0,0,1,1,0,0.9206448,1
6.41,96,2,9,13996,0,1,47,1,1,0,0.72996116,1
8.31,72,1,6,2000,0,0,0,0,1,0,0.5334748,1
9.57,100,3,7,3989,0,1,24,0,0,0,0.42114836,1
5.99,82,5,8,14347,0,0,0,1,0,0,0.81443906,1
6.82,72,3,5,19777,0,1,23,1,0,1,0.6846188,1
8.93,74,1,6,5450,1,0,0,0,1,0,0.46704593,1
8.27,86,4,8,3650,1,1,15,1,1,1,0.5098321,1
7.92,49,2,8,4079,0,0,0,1,1,0,0.5814395,1
7.91,71,1,8,3024,0,1,23,1,0,1,0.571073,1
6.7,67,3,6,16037,0,1,24,1,0,0,0.7566741,1
5.55,81,5,5,6532,0,0,0,1,1,1,0.87800515,1
6.48,85,1,6,6475,0,0,0,0,1,0,0.597423,1
8.21,92,3,10,8753,1,1,37,1,1,1,0.5649431,1
7.03,77,2,7,8912,0,0,0,1,1,0,0.46848646,1
8.16,71,3,8,6743,0,1,43,1,1,1,0.8095971,1
8.08,79,3,5,11467,0,0,0,1,1,0,0.42459738,1
7.47,80,4,8,3693,1,1,43,0,0,1,0.8552991,1
7.86,77,1,9,7356,0,1,37,1,0,0,0.58144057,1
4.79,64,2,9,3132,0,1,29,0,1,1,0.9337975,1
6.2,93,2,6,9568,0,0,0,1,1,0,0.56227034,1
7.76,75,1,5,30000,0,0,0,1,1,1,0.3230081,0
6.36,49,3,7,4835,1,1,26,1,0,1,0.88125443,1
5.3,63,1,7,3454,0,0,0,1,0,0,0.8327385,1
6.94,99,1,4,11300,0,1,57,1,0,1,0.6226348,1
5.27,66,0,4,8616,0,1,31,1,0,1,0.8125455,1
8.61,94,0,9,5947,0,1,28,0,0,0,0.35160184,0
7.82,80,4,9,12243,0,0,0,1,1,0,0.50757545,1
6.74,58,4,6,18216,0,1,33,0,1,1,0.80183595,1
7.82,70,3,4,2000,1,1,32,0,0,1,0.8336374,1
6.42,86,2,7,5258,0,0,0,0,1,0,0.75981945,1
9.04,74,1,6,6166,0,1,41,1,1,1,0.60790324,1
5.88,83,0,7,11565,0,1,31,1,1,1,0.7113987,1
9.0,83,1,5,7079,0,1,30,0,1,0,0.44067025,1
7.08,63,2,5,4823,0,1,42,0,1,1,0.8685053,1
7.3,60,0,7,5013,0,1,36,0,1,1,0.6966991,1
6.02,64,4,8,12607,1,1,47,1,1,1,0.9189459,1
6.58,75,0,5,6025,1,1,33,1,1,1,0.6551722,1
7.89,84,3,6,6413,0,1,30,1,1,1,0.61319923,1
6.96,88,1,8,16009,1,1,23,0,1,0,0.40076327,1
6.6,46,2,7,7853,0,1,30,1,1,0,0.71942234,1
10.0,84,1,4,8310,0,0,0,1,1,0,0.08754049,0
5.64,80,3,5,28472,0,1,37,0,1,1,0.8705308,1
6.23,66,4,8,12214,0,1,30,0,0,1,0.8654398,1
5.23,90,3,4,14647,0,0,0,1,1,0,0.79440486,1
4.2,73,1,10,6308,0,0,0,0,1,1,0.87648934,1
7.36,94,3,8,7739,0,0,0,1,1,0,0.6213384,1
7.52,75,4,5,2000,0,1,43,1,1,1,0.8418623,1
5.76,77,3,4,10078,0,0,0,0,1,1,0.81320447,1
5.19,100,4,9,16797,0,1,38,0,1,1,0.87011427,1
7.87,60,1,4,6037,1,1,10,1,1,0,0.46918365,1
5.84,70,3,7,4499,1,1,43,0,1,1,0.9524055,1
9.8,98,2,8,7191,1,1,51,1,0,1,0.3104217,0
9.24,88,1,4,2720,0,1,39,0,1,0,0.3317486,0
7.73,55,4,9,3124,0,0,0,1,1,1,0.7184312,1
6.71,80,2,4,18220,1,0,0,0,1,0,0.543746,1
7.96,84,2,10,11888,1,0,0,1,0,0,0.36046374,0
4.62,79,1,6,9756,0,1,22,0,0,1,0.8078752,1
8.25,59,0,7,3579,0,0,0,0,0,0,0.4584061,1
9.44,97,0,9,7341,1,0,0,0,0,0,0.09968148,0
4.67,52,1,10,5370,1,1,32,1,1,1,0.91048807,1
6.52,58,0,4,2180,0,0,0,0,0,0,0.685739,1
8.28,50,2,4,5748,0,0,0,0,0,1,0.6491048,1
7.09,64,0,9,4628,0,0,0,1,1,0,0.5821449,1
6.52,88,1,5,9696,1,0,0,0,1,1,0.41914856,1
9.24,78,1,6,14108,0,1,14,1,1,0,0.12692487,0
7.52,75,1,8,13693,0,1,32,1,1,0,0.5553089,1
8.54,81,2,9,3422,0,1,52,0,0,1,0.69155836,1
6.41,91,2,7,4502,0,0,0,0,1,0,0.76121277,1
7.19,88,4,10,4228,0,1,32,1,0,1,0.84186125,1
5.17,55,1,10,5829,0,1,29,0,1,1,0.908008,1
4.55,76,1,5,30000,0,1,39,1,1,1,0.86385286,1
5.6,70,3,9,5381,0,1,10,1,0,1,0.9219852,1
7.68,84,2,7,10750,0,0,0,1,0,0,0.4588488,1
8.66,85,2,5,30000,0,0,0,1,1,0,0.2671812,0
5.26,59,2,6,8514,0,1,26,1,0,1,0.84552616,1
8.85,58,2,5,8767,0,0,0,0,1,0,0.51761985,1
6.01,100,1,9,5757,0,0,0,1,0,0,0.6722446,1
4.99,40,1,9,6208,0,1,39,1,1,1,0.91549826,1
7.48,96,1,5,11108,0,0,0,1,0,0,0.36859795,0
7.64,86,1,6,10345,0,1,30,1,1,1,0.47173947,1
6.19,97,3,4,7887,0,1,32,0,0,1,0.7981612,1
7.23,43,3,4,9249,0,0,0,1,0,0,0.728275,1
7.72,41,1,5,7883,0,0,0,0,1,0,0.5244067,1
7.82,70,1,4,9210,0,1,37,1,0,1,0.6539464,1
6.46,65,1,9,24049,0,0,0,1,0,0,0.50740683,1
6.06,88,2,10,3004,0,1,54,1,1,1,0.90361106,1
10.0,74,3,5,7218,0,1,34,1,1,1,0.64404386,1
7.96,70,1,4,9009,0,0,0,0,1,0,0.42975435,1
5.62,51,1,5,5393,1,1,29,0,1,1,0.90042996,1
7.66,81,3,8,6770,0,1,31,0,1,0,0.7526349,1
8.02,79,1,5,7929,0,1,33,1,0,1,0.5570669,1
8.16,74,2,7,2605,1,0,0,1,1,0,0.53040123,1
4.7,82,0,5,6692,0,1,50,0,1,1,0.9087498,1
6.6,68,3,5,7308,0,1,42,1,1,1,0.8852972,1
7.83,68,6,5,11447,1,1,37,1,0,1,0.7715419,1
8.48,78,3,9,11121,0,0,0,0,1,0,0.42107975,1
9.07,57,3,5,8174,0,1,15,1,1,0,0.5969379,1
7.37,84,2,4,11398,0,0,0,0,1,0,0.49487942,1
5.75,57,2,7,9585,1,0,0,1,0,0,0.7635973,1
10.0,90,2,7,4382,0,0,0,0,0,0,0.2068638,0
5.5,63,1,5,13643,0,0,0,1,0,0,0.67366076,1
7.16,41,1,9,6679,0,1,55,1,1,1,0.8037764,1
8.87,88,0,4,8229,0,1,31,1,0,0,0.25868848,0
6.95,66,3,10,3825,0,1,46,0,0,1,0.9066985,1
9.3,63,0,6,3926,0,1,21,1,1,0,0.30459362,0
8.0,62,3,4,18769,0,1,19,1,0,0,0.45508438,1
8.31,60,3,5,2750,1,1,33,1,1,1,0.7845128,1
9.17,71,2,7,20514,0,1,46,1,0,0,0.5137184,1
7.58,89,2,9,15352,1,1,10,1,0,0,0.46420482,1
4.97,80,3,7,4728,0,1,25,0,0,1,0.9429084,1
8.68,64,1,9,2051,0,0,0,1,0,1,0.46777615,1
8.22,100,3,7,21785,1,1,24,1,0,0,0.37267593,0
7.53,81,4,5,10959,0,1,35,0,1,1,0.7941095,1
7.64,71,3,4,5433,0,1,29,1,0,1,0.80668163,1
6.35,61,2,7,9607,0,1,30,0,0,0,0.77565646,1
5.95,99,1,6,4957,0,0,0,0,0,1,0.7140675,1
8.21,64,5,6,3565,0,0,0,0,1,1,0.64892626,1
5.84,86,3,4,8348,0,1,34,1,1,1,0.8940127,1
8.41,69,3,7,2000,0,0,0,1,0,0,0.62333333,1
6.56,63,1,10,5266,1,0,0,1,1,0,0.68967277,1
6.42,59,2,7,10533,0,0,0,0,1,1,0.72539055,1
5.59,83,1,4,7460,0,0,0,0,1,0,0.6125754,1
6.38,96,0,6,3985,0,1,34,1,1,0,0.6561978,1
7.36,91,2,8,10270,1,1,34,0,1,1,0.6414364,1
7.3,92,3,9,9924,0,0,0,0,1,0,0.623248,1
7.47,73,2,5,15617,0,1,35,0,1,1,0.7486952,1
8.17,90,3,6,8656,0,0,0,1,1,0,0.40488577,1
6.57,87,2,7,13142,0,1,18,0,1,0,0.59986985,1
7.22,89,1,5,9318,0,1,36,1,1,0,0.53902066,1
6.22,56,2,4,4914,0,1,30,0,0,1,0.87391,1
8.55,54,2,9,12590,0,1,41,1,1,0,0.727482,1
8.83,84,3,5,4190,0,1,49,0,0,1,0.74198735,1
8.07,51,4,6,2738,0,1,29,0,1,1,0.7529833,1
9.78,68,3,7,11064,0,1,33,1,0,1,0.67131996,1
6.36,81,0,4,7240,0,0,0,1,1,0,0.3214605,0
6.11,84,2,10,13194,0,1,15,1,1,1,0.6633928,1
7.1,91,1,5,2000,0,1,60,0,0,1,0.7853149,1
10.0,89,4,8,9355,0,1,39,1,1,1,0.4645447,1
8.16,75,3,9,27479,0,0,0,1,1,0,0.37741596,0
8.03,78,1,4,28728,0,0,0,1,1,0,0.25219145,0
7.31,95,2,7,6338,0,0,0,1,1,0,0.59540725,1
8.89,56,5,6,3565,1,1,30,1,1,1,0.746545,1
8.05,54,1,5,4659,0,0,0,1,1,0,0.46487695,1
9.24,72,0,6,7050,1,1,17,1,1,0,0.15974523,0
8.52,98,4,7,9261,1,1,23,1,0,1,0.39255652,0
9.67,96,3,8,22021,1,1,24,1,0,0,0.22149637,0
4.62,92,0,10,7407,1,1,16,1,1,1,0.75307536,1
6.79,81,3,5,8882,1,1,22,1,1,1,0.7098327,1
7.36,80,0,7,7452,0,0,0,0,1,0,0.30114913,0
5.14,50,3,6,11279,0,1,32,0,1,1,0.92793036,1
6.43,81,1,4,11296,1,1,34,1,0,0,0.6172898,1
8.87,73,0,6,2000,0,0,0,1,1,0,0.3082742,0
8.18,75,3,4,6647,0,1,17,0,0,1,0.56485695,1
9.2,87,2,7,10522,0,0,0,1,0,0,0.18982789,0
5.86,100,1,4,16651,0,0,0,1,0,0,0.5169135,1
9.31,91,2,5,5040,0,1,43,1,1,1,0.46480292,1
6.46,93,1,7,6892,1,0,0,0,1,0,0.6254094,1
8.55,83,2,4,11912,0,0,0,1,1,0,0.28435382,0
6.66,92,6,4,8430,0,0,0,1,1,0,0.6990064,1
8.98,73,1,8,11722,0,0,0,1,0,0,0.3314446,0
7.76,79,1,9,23478,0,0,0,1,1,0,0.31264776,0
6.81,79,0,6,5865,0,0,0,0,1,0,0.5193452,1
6.91,100,3,7,5784,0,0,0,1,1,0,0.7441669,1
7.72,44,4,5,9367,0,0,0,0,1,0,0.70977134,1
10.0,69,2,7,29027,0,1,38,0,1,0,0.5384646,1
6.15,68,5,4,5620,1,1,27,0,1,1,0.911899,1
8.95,70,2,5,12602,0,0,0,1,0,0,0.43355888,1
7.89,80,3,5,4272,0,1,35,1,0,1,0.7612396,1
8.05,84,4,5,9183,0,0,0,0,0,0,0.4731994,1
8.5,60,4,9,3800,0,0,0,1,0,0,0.602387,1
8.82,60,1,10,3727,0,1,31,0,1,0,0.67425007,1
7.14,84,1,7,29456,0,1,35,1,1,0,0.5370941,1
6.92,86,1,4,16472,1,0,0,1,0,0,0.3859221,0
6.39,100,2,5,21966,1,1,48,1,1,0,0.6253565,1
8.65,88,2,9,3087,0,1,30,0,0,0,0.56011105,1
9.3,74,2,7,16046,0,0,0,0,1,0,0.2947469,0
9.16,55,2,10,9271,0,0,0,1,1,0,0.3904703,0
8.05,79,5,5,12682,0,1,37,1,1,1,0.69584435,1
7.53,71,1,7,4821,0,0,0,1,1,0,0.5803732,1
6.44,66,3,4,6608,1,1,24,1,1,1,0.85446763,1
8.13,79,4,9,3773,0,1,25,0,1,1,0.5543801,1
6.84,69,2,10,18533,1,1,34,1,0,1,0.7083573,1
6.38,61,3,7,5492,0,0,0,1,0,0,0.86591727,1
6.25,66,5,7,8018,1,1,40,0,1,1,0.8938456,1
5.44,88,0,10,4656,0,0,0,1,0,0,0.7959617,1
7.8,82,1,5,9272,0,1,36,0,1,1,0.5490816,1
7.3,100,2,9,9991,0,0,0,0,1,0,0.46875024,1
9.44,77,3,4,24805,0,0,0,0,1,0,0.3525972,0
7.01,100,3,6,6613,0,0,0,1,1,0,0.7332177,1
10.0,70,0,8,8343,0,0,0,1,0,0,0.11755521,0
7.87,77,3,8,3087,0,1,46,0,0,1,0.7977849,1
6.78,70,3,6,12760,0,0,0,0,1,0,0.8122401,1
8.59,76,3,8,13817,1,1,42,0,0,1,0.73263156,1
6.85,66,4,7,6237,0,1,36,0,0,1,0.8962672,1
9.19,99,2,6,10835,1,1,22,1,1,0,0.19892035,0
6.1,78,1,5,8021,1,0,0,1,0,1,0.5130087,1
5.46,74,1,7,18484,1,0,0,1,0,0,0.64948136,1
10.0,62,1,10,14892,1,1,38,1,0,0,0.40785265,1
8.31,81,2,8,7069,0,0,0,0,0,0,0.4075835,1
8.04,77,3,4,2147,0,1,15,0,0,1,0.56227374,1
6.52,66,1,4,2716,0,0,0,1,0,1,0.70153475,1
6.4,68,2,10,13707,0,1,41,1,1,1,0.82385737,1
6.88,81,1,5,11403,0,1,41,1,1,1,0.68183213,1
7.85,66,2,10,29624,0,1,28,0,1,0,0.60920113,1
7.79,54,6,5,4902,0,1,27,0,1,1,0.7149709,1
4.72,66,0,5,29950,0,1,35,1,0,0,0.8569513,1
9.25,81,2,10,18455,1,1,19,1,1,0,0.18961543,0
8.3,63,2,7,13365,0,0,0,0,1,0,0.50479484,1
8.99,56,3,9,9564,0,1,44,1,0,1,0.78675395,1
5.38,73,2,10,6005,1,1,41,1,0,1,0.94041353,1
6.89,61,1,4,4299,0,1,32,1,0,1,0.79198265,1
6.47,72,1,5,17019,0,0,0,1,1,0,0.48118508,1
7.23,90,0,4,2869,0,1,31,0,1,0,0.56589276,1
4.48,81,2,5,5035,0,1,32,1,0,1,0.9223656,1
8.62,51,1,5,9151,1,1,33,1,1,0,0.5349646,1
6.47,75,1,5,8492,0,0,0,0,0,0,0.4519283,1
3.19,61,1,5,6157,1,1,22,0,1,1,0.9070789,1
8.15,81,4,4,5669,0,0,0,0,1,1,0.52101654,1
5.8,85,2,5,7384,0,1,31,1,0,1,0.83322364,1
8.86,91,1,8,4855,1,0,0,1,1,0,0.33238325,0
4.43,84,1,8,4940,1,0,0,1,0,0,0.8264749,1
6.45,76,2,4,5259,0,0,0,1,0,1,0.7709946,1
5.01,84,1,5,13038,0,0,0,1,1,0,0.70459646,1
8.02,54,2,6,3958,0,0,0,0,1,0,0.6419404,1
5.4,61,0,10,11247,0,0,0,1,1,0,0.66775465,1
5.31,100,3,6,8390,0,0,0,0,1,0,0.81105745,1
6.03,91,3,6,9912,0,1,49,1,1,1,0.8838726,1
5.92,51,4,5,7305,0,1,25,0,0,1,0.9053321,1
8.86,64,4,4,10725,0,0,0,1,1,1,0.52811974,1
6.49,51,2,6,22088,0,0,0,1,0,1,0.6391053,1
6.53,96,2,6,3210,0,1,41,0,1,1,0.82447684,1
7.28,93,0,9,15946,0,1,30,1,1,0,0.32818705,0
7.37,72,1,8,5668,1,1,41,1,1,1,0.7992482,1
7.37,90,2,6,10243,0,1,42,1,0,1,0.75007796,1
6.48,68,1,4,6214,1,0,0,1,0,0,0.6788441,1
6.56,84,0,9,5853,1,0,0,0,1,0,0.5421333,1
6.5,65,1,5,8604,0,1,17,1,0,0,0.52506524,1
7.14,55,1,6,10450,0,1,28,1,1,0,0.5901919,1
7.02,70,1,7,3486,0,1,40,1,1,1,0.8251753,1
9.1,52,2,7,28174,0,0,0,1,1,0,0.3503222,0
5.33,60,3,7,9649,1,1,23,1,0,0,0.89357644,1
5.26,48,4,9,4420,0,1,24,0,0,1,0.947754,1
7.14,69,1,5,15300,0,1,45,1,1,0,0.7400306,1
7.45,74,1,10,13008,1,0,0,1,0,0,0.500216,1
8.63,79,3,6,10958,0,1,12,1,0,0,0.41007447,1
7.99,71,2,9,5765,0,1,26,1,1,0,0.59109056,1
7.78,66,4,8,2990,0,1,45,0,1,1,0.84966284,1
10.0,84,1,7,3554,0,1,38,1,0,1,0.3057319,0
8.75,89,4,5,9854,0,1,37,0,0,1,0.6318468,1
5.99,60,1,9,6574,0,1,28,0,0,1,0.8709389,1
7.81,80,3,4,11790,1,0,0,1,1,0,0.49902642,1
5.89,63,2,5,12162,0,1,33,0,0,0,0.8831505,1
7.38,63,3,4,3736,0,1,37,1,0,1,0.84295183,1
6.4,89,2,5,30000,0,0,0,0,1,0,0.5583899,1
6.42,62,1,9,7926,1,1,31,1,1,1,0.58901817,1
5.8,76,3,9,15787,0,1,33,1,1,1,0.91008335,1
7.2,81,4,9,2000,1,1,17,0,1,0,0.75640523,1
7.75,76,0,4,15246,0,1,33,1,0,1,0.46992564,1
7.91,83,4,6,5235,0,1,39,1,1,1,0.71610695,1
7.43,76,2,7,12240,0,0,0,0,0,0,0.54975617,1
7.02,75,1,10,4728,0,0,0,1,1,1,0.55904514,1
7.64,66,1,6,16069,0,0,0,1,1,0,0.45166093,1
8.94,60,0,7,14373,1,1,17,1,1,0,0.21079631,0
5.82,69,3,5,10674,0,1,48,1,1,1,0.9246806,1
4.86,75,1,9,13207,0,1,43,0,0,1,0.909964,1
6.86,65,1,9,15820,0,1,34,1,0,1,0.6600783,1
6.64,68,3,10,4728,0,1,24,1,1,1,0.86784285,1
8.73,61,2,10,13779,0,1,37,0,1,1,0.73782295,1
8.88,64,0,4,12035,0,0,0,0,1,0,0.23435289,0
9.33,61,3,8,6700,0,1,24,1,1,1,0.6027891,1
5.09,86,1,6,30000,0,1,27,1,0,1,0.84176344,1
8.58,72,2,10,5995,1,0,0,0,1,0,0.5986378,1
9.52,57,3,6,15493,0,0,0,1,1,0,0.46775904,1
8.33,66,1,4,13165,0,1,14,1,1,0,0.35445833,0
9.6,78,0,7,3481,1,1,26,1,1,1,0.1826715,0
8.8,75,1,4,8077,1,1,36,1,1,0,0.4494708,1
7.22,64,1,5,12413,1,1,29,1,1,0,0.5862108,1
9.26,71,2,10,6219,0,1,29,0,0,0,0.5798953,1
7.98,68,1,10,17445,0,1,22,1,1,0,0.32408687,0
5.13,99,3,8,2814,0,0,0,0,1,0,0.8878215,1
8.36,51,2,6,14711,0,1,47,1,0,1,0.77505386,1
5.75,80,1,4,10536,0,0,0,0,1,1,0.57677114,1
6.94,50,2,5,8694,1,1,46,1,0,1,0.8104508,1
4.21,86,2,5,6600,0,0,0,0,0,0,0.8452247,1
6.3,67,5,7,26375,0,1,19,1,0,1,0.7291401,1
8.33,81,2,7,12240,0,0,0,0,0,0,0.35843644,0
6.79,77,1,8,6127,0,1,36,0,1,1,0.72700244,1
4.48,46,2,8,3336,1,0,0,1,0,0,0.8883417,1
5.52,90,5,7,8822,0,1,23,1,1,1,0.86540794,1
9.24,76,2,7,7505,0,1,32,1,1,0,0.44679174,1
6.81,58,0,4,6164,0,0,0,1,0,0,0.58760303,1
8.27,64,2,4,2274,0,1,40,1,1,1,0.79172117,1
10.0,76,2,5,7078,0,0,0,1,1,0,0.17483622,0
7.84,89,1,7,8557,0,0,0,0,1,0,0.29289675,0
7.75,90,3,4,13169,1,1,38,0,0,1,0.732556,1
9.93,78,0,7,6808,0,1,45,0,1,1,0.25804314,0
4.14,44,2,8,8677,0,1,51,1,1,1,0.91738504,1
7.93,57,2,9,9108,0,0,0,1,1,0,0.47376403,1
7.84,90,2,7,5611,0,1,21,0,0,1,0.5185307,1
8.36,61,1,6,8692,0,0,0,1,0,0,0.37676662,0
8.11,75,2,6,8774,0,0,0,1,0,0,0.39424264,0
6.81,77,2,9,13710,0,0,0,1,1,0,0.53703177,1
5.8,90,2,9,6797,0,0,0,1,1,1,0.82607955,1
9.56,70,0,7,9275,1,1,35,0,1,0,0.3010101,0
8.57,72,1,8,8535,1,1,48,1,1,0,0.5717136,1
4.74,79,0,6,4685,0,0,0,0,0,0,0.8253435,1
5.97,77,1,9,6844,0,1,38,1,0,1,0.86131716,1
8.59,78,4,9,9122,0,0,0,1,1,0,0.426296,1
8.2,72,0,9,26817,0,0,0,1,0,0,0.2524612,0
6.76,96,1,7,13825,0,1,32,0,0,1,0.5961495,1
6.94,60,3,10,4927,0,1,24,0,1,1,0.8457002,1
6.97,88,0,10,2728,1,0,0,1,1,0,0.48158503,1
7.9,72,1,5,11652,0,0,0,0,0,0,0.4547331,1
6.79,70,3,5,7328,1,1,42,1,1,1,0.8810353,1
7.01,61,2,8,7208,1,1,40,1,0,1,0.819258,1
5.55,79,2,6,12962,1,0,0,1,0,0,0.71211493,1
9.07,79,2,9,4684,0,1,45,1,1,0,0.5596481,1
5.88,78,2,4,2392,1,0,0,1,0,0,0.81763387,1
6.84,73,2,5,16128,0,0,0,0,0,0,0.70261157,1
7.21,80,5,4,22254,1,1,35,1,1,0,0.69736046,1
6.71,43,2,4,7263,1,1,32,0,1,1,0.76843184,1
5.27,54,0,4,18536,0,1,33,1,1,0,0.7760451,1
6.04,69,0,4,3862,0,1,45,0,0,1,0.9025653,1
6.65,82,1,4,12033,1,0,0,1,1,0,0.39172515,0
3.82,67,5,4,2435,0,1,40,1,0,1,0.94347596,1
7.51,86,1,6,16469,0,0,0,1,0,0,0.3739162,0
10.0,88,2,6,5247,1,1,10,0,1,0,0.21838509,0
6.05,83,1,5,9101,1,0,0,1,1,1,0.4506989,1
6.04,81,4,6,13891,0,0,0,1,1,0,0.80844635,1
7.37,49,2,4,23003,0,1,29,1,1,1,0.6220008,1
6.22,63,1,10,14404,0,1,29,1,1,0,0.6037507,1
5.34,72,3,5,8473,0,0,0,1,0,0,0.85099137,1
6.99,86,1,8,6432,1,1,18,0,1,1,0.555175,1
6.23,73,4,5,6419,0,0,0,1,1,0,0.86335886,1
6.26,93,2,10,8651,0,1,37,1,0,1,0.66051227,1
8.26,90,2,5,15708,0,0,0,1,0,1,0.32788333,0
7.47,81,0,4,5523,1,1,44,0,1,1,0.627605,1
7.85,75,0,5,7806,0,1,38,1,1,1,0.37760186,0
9.09,69,0,4,9352,0,1,35,0,0,0,0.384192,0
7.91,100,2,10,8726,0,1,36,1,1,1,0.46457636,1
8.39,84,3,10,2000,1,0,0,0,0,0,0.529296,1
7.11,54,3,5,14579,0,0,0,1,1,0,0.69298744,1
8.35,80,1,4,7236,1,1,23,1,0,0,0.34713152,0
9.45,63,8,9,10583,0,1,45,0,1,1,0.75707406,1
6.41,91,2,10,5769,0,1,10,0,1,0,0.7414201,1
7.58,100,1,10,4643,0,0,0,1,1,0,0.43963507,1
5.52,86,3,9,2000,0,1,40,0,0,1,0.9504029,1
6.77,79,2,6,3534,1,1,36,1,0,1,0.8262503,1
7.04,68,0,4,6332,0,0,0,1,1,0,0.53670883,1
8.02,60,5,6,8881,1,1,10,0,1,0,0.5926279,1
