promedio,asistencia,reprobadas,semestre,ingreso_familiar,beca,trabaja,horas_trabajo,internet_casa,computadora_propia,deserto
8.35,80,3,6,15020,0,0,0,1,1,0
8.84,82,1,9,16679,1,0,0,1,0,0
9.31,86,1,4,9484,0,0,0,0,1,0
7.84,87,0,2,22597,1,0,0,1,1,0
6.07,69,1,10,10307,0,0,0,0,1,1
9.58,81,2,1,12859,0,0,0,1,1,0
7.91,100,3,8,22924,0,0,0,1,1,0
7.01,72,1,1,15564,1,0,0,1,1,0
7.58,62,2,10,21162,0,0,0,1,0,0
4.99,96,1,4,16152,1,1,47,1,1,1
7.25,90,2,9,23496,1,0,0,1,1,0
8.22,83,0,6,14095,1,1,41,1,1,1
4.94,76,0,4,19213,1,0,0,0,1,0
6.84,98,0,6,22343,1,1,19,1,1,0
8.25,74,0,6,19441,0,1,43,1,1,1
8.63,89,2,9,14767,0,0,0,1,1,0
6.97,83,1,7,4484,1,1,40,1,1,1
6.65,90,1,2,4054,1,0,0,1,1,0
9.56,61,3,5,4849,0,0,0,1,0,0
6.4,85,2,4,11064,1,0,0,1,1,1
7.91,95,1,7,24297,0,1,44,1,1,0
6.37,100,0,5,12037,1,0,0,1,1,1
8.72,75,0,1,5343,0,0,0,1,0,0
6.16,70,1,2,4669,1,0,0,0,0,1
5.5,73,1,5,19904,0,1,14,1,1,1
7.9,91,2,9,3283,0,1,15,1,1,0
7.7,56,2,8,8843,0,0,0,0,1,1
5.56,79,0,5,15770,1,1,21,1,1,0
7.66,70,2,6,23101,1,0,0,0,1,0
8.87,92,1,3,18701,0,1,46,1,1,0
6.62,99,0,7,13283,0,1,47,1,1,1
6.38,77,3,4,9143,0,1,45,1,0,1
8.96,76,0,1,3422,1,1,16,1,0,0
8.94,80,0,1,18418,1,0,0,1,1,0
6.09,85,1,1,23146,1,0,0,0,1,0
9.63,78,2,2,21459,0,1,22,1,0,0
8.16,61,1,8,20569,0,0,0,0,1,0
6.81,61,0,1,24309,1,1,29,1,0,0
5.83,75,1,6,23502,0,1,45,1,0,1
7.8,90,0,7,4788,1,0,0,1,1,0
3.81,78,0,5,3855,0,1,45,1,1,1
9.1,60,1,1,13921,1,1,15,1,0,0
8.0,79,0,8,10078,0,0,0,1,1,0
7.94,82,3,5,20641,0,0,0,0,1,0
5.18,81,2,9,24298,0,1,38,1,1,1
8.1,97,2,10,11991,1,1,13,1,1,0
4.06,76,1,2,12043,0,0,0,1,1,1
8.24,95,1,5,8467,0,0,0,1,0,1
6.78,86,0,6,21826,0,1,14,1,1,1
6.98,85,3,8,18896,1,0,0,1,1,1
5.65,96,2,4,18985,1,0,0,1,0,1
6.84,79,3,8,4130,0,1,35,1,1,1
7.7,84,2,4,17688,0,0,0,1,1,0
6.32,69,2,7,20644,1,1,24,1,1,1
7.42,76,0,10,14645,1,0,0,0,1,0
6.17,94,0,1,18712,1,0,0,1,0,0
9.32,89,1,4,19911,0,1,43,1,1,0
6.91,77,0,1,14826,0,0,0,1,1,0
7.44,67,0,10,16984,0,0,0,0,1,1
6.22,91,1,5,16051,1,1,25,1,1,1
6.75,88,0,3,16572,0,0,0,1,1,0
6.34,73,3,9,14174,0,0,0,1,1,1
7.36,72,0,6,7041,0,0,0,1,1,1
6.33,69,0,3,13049,0,0,0,1,0,1
8.72,74,0,2,19227,1,0,0,1,1,0
7.02,91,3,7,11536,1,0,0,1,1,1
7.3,86,2,5,4856,0,0,0,1,1,0
6.92,76,1,9,24545,0,1,44,1,1,1
7.17,73,0,4,21591,0,0,0,1,1,0
5.61,100,0,7,14500,0,0,0,1,1,0
7.94,61,0,2,11028,1,0,0,0,1,0
7.37,83,0,1,24391,1,0,0,1,1,0
8.53,93,1,8,20607,0,1,23,1,1,0
8.25,77,2,4,13545,0,0,0,1,1,0
8.15,66,0,5,4458,0,0,0,0,0,0
8.78,93,2,6,24605,0,1,34,1,1,1
8.03,86,0,7,10190,0,1,46,1,1,1
5.05,68,0,9,14668,1,0,0,1,1,0
10.0,65,1,7,24888,0,1,20,1,1,0
8.44,70,0,9,3779,0,1,45,1,1,1
9.34,80,2,2,18103,1,0,0,0,1,0
8.27,80,0,5,9811,1,1,22,1,1,0
5.72,74,0,1,3009,0,0,0,1,0,1
7.96,69,2,2,19193,0,1,40,1,1,1
5.64,78,1,5,12456,0,0,0,0,0,1
8.74,86,2,8,10721,0,0,0,1,0,0
6.98,64,0,7,7337,0,1,36,1,1,1
8.69,77,0,2,12837,1,1,39,1,1,0
6.87,91,0,1,10622,0,0,0,1,1,0
5.68,72,2,6,16607,0,0,0,1,1,1
6.34,72,1,3,17959,0,0,0,1,1,1
10.0,87,0,7,14336,0,0,0,1,1,0
6.99,58,0,8,18788,0,0,0,1,0,0
9.11,89,1,5,15822,1,0,0,1,0,0
6.87,90,0,3,18991,0,0,0,1,1,0
6.48,87,3,1,14224,0,1,27,1,1,1
4.87,91,3,4,16869,1,0,0,1,1,1
7.13,89,1,8,17514,1,1,27,1,1,1
6.46,87,0,10,10938,0,1,23,1,1,0
8.34,76,2,5,13600,1,0,0,1,1,0
7.58,78,1,5,11610,1,0,0,1,1,1
8.61,98,0,8,8043,0,1,11,1,1,0
7.72,83,0,6,17868,0,1,43,1,1,0
6.53,71,1,9,13667,1,0,0,1,0,0
8.95,76,0,3,8732,0,0,0,1,1,0
6.08,88,1,2,24968,0,1,11,1,1,1
7.68,100,1,7,4113,0,0,0,1,1,0
6.04,95,0,5,22457,1,0,0,1,0,0
6.79,73,1,3,22912,0,1,17,0,0,1
7.94,75,1,7,8168,0,0,0,1,1,0
7.12,85,1,5,12118,1,0,0,1,1,0
6.8,87,0,8,6538,1,1,35,1,1,1
8.46,86,0,1,12339,0,1,36,0,1,1
6.92,95,1,7,16964,0,0,0,0,1,0
5.67,91,4,5,11236,0,1,35,1,1,1
6.63,88,2,6,21404,0,0,0,1,1,0
8.26,85,2,9,3522,1,0,0,1,1,0
5.45,84,2,8,7970,0,0,0,1,1,1
6.72,98,0,9,24822,0,0,0,1,0,0
6.53,98,5,4,20606,0,0,0,1,1,1
9.28,84,0,2,7413,0,1,21,1,1,1
5.79,93,1,6,9479,0,0,0,1,1,1
7.48,83,0,7,10239,0,1,27,1,1,1
6.71,80,1,2,21613,1,1,44,1,1,1
7.98,96,3,8,21791,0,1,39,1,1,1
7.98,93,2,2,9965,0,0,0,0,1,0
7.09,86,3,6,8147,1,1,23,1,1,1
7.52,63,2,8,7401,1,0,0,1,1,0
7.29,84,2,7,17973,0,0,0,0,1,0
9.05,100,2,8,18103,0,1,38,1,1,0
5.44,82,2,3,13277,1,0,0,1,0,1
6.84,100,1,8,21524,0,0,0,1,0,0
7.42,70,1,9,20479,0,1,13,1,0,0
7.45,100,3,5,14133,0,1,14,1,1,1
8.19,92,0,9,9839,0,0,0,1,1,0
7.85,96,1,10,7747,0,0,0,1,1,0
7.6,97,0,1,13456,1,0,0,1,1,0
5.95,61,2,9,4181,0,0,0,1,0,1
10.0,84,1,3,9283,1,0,0,1,1,0
8.59,76,3,10,11768,0,1,34,1,1,1
5.3,70,4,6,13504,0,0,0,1,1,1
5.12,75,1,7,18122,0,1,14,1,1,1
5.36,67,2,5,15293,1,1,12,1,1,1
9.01,79,1,5,7358,0,0,0,1,1,0
8.02,65,2,2,4029,0,0,0,1,1,1
9.63,79,2,8,5980,0,1,39,1,1,1
6.57,87,1,8,3827,0,0,0,0,0,0
7.18,91,2,6,23897,0,0,0,1,0,0
7.28,100,3,8,11210,0,0,0,1,1,0
6.98,68,1,5,18510,0,0,0,1,0,1
9.89,98,0,6,15759,0,1,31,1,1,0
8.4,86,2,9,11525,1,0,0,1,1,0
7.48,87,0,3,9040,1,0,0,1,1,0
8.26,76,2,3,4911,0,1,40,1,0,0
9.14,62,0,7,24358,0,1,27,1,1,0
7.68,75,4,2,13683,0,0,0,1,0,1
8.37,79,2,10,17020,0,0,0,1,1,0
9.42,88,6,1,5174,0,0,0,0,1,0
6.28,64,0,2,4756,0,0,0,0,1,1
8.82,91,1,4,12823,1,0,0,1,1,0
7.07,93,6,3,13277,1,0,0,1,1,1
7.6,88,1,5,22009,0,0,0,1,1,1
6.85,89,1,1,3612,1,1,39,1,1,1
5.69,73,3,1,16547,0,0,0,1,1,1
6.48,77,1,1,11329,1,1,44,1,1,1
6.66,96,0,1,14414,0,0,0,1,1,0
8.43,63,4,5,20759,1,1,17,1,1,0
6.74,96,1,9,10779,1,1,40,1,0,1
6.91,83,0,10,18927,1,1,20,1,1,0
5.14,89,1,7,4656,0,1,47,1,1,1
10.0,74,2,6,3920,1,0,0,0,1,0
8.19,72,1,8,8837,0,0,0,0,1,0
7.34,63,1,3,21650,0,0,0,1,1,1
9.78,66,0,4,19821,0,0,0,1,1,0
3.63,66,0,8,7148,1,0,0,1,0,1
7.91,58,2,9,20325,0,1,14,1,0,1
9.15,76,1,2,6576,1,0,0,1,1,0
7.74,93,0,10,14701,0,0,0,1,0,0
7.38,81,2,9,14231,0,0,0,0,0,1
6.2,97,2,1,4580,0,0,0,1,0,1
7.37,75,1,10,17903,0,0,0,1,1,0
8.82,97,0,7,22449,1,1,22,1,1,0
7.31,84,1,7,14937,0,0,0,1,1,0
7.73,82,1,9,14832,0,0,0,1,1,0
9.43,82,0,4,14592,0,0,0,1,1,0
5.36,77,3,10,3019,0,0,0,1,1,1
7.83,100,0,4,9239,1,1,35,1,1,0
9.15,66,2,10,7664,1,0,0,1,0,0
7.51,81,0,5,21826,0,0,0,1,1,0
7.51,93,0,5,10411,0,1,12,1,1,0
9.67,72,4,1,3959,1,1,37,1,1,1
6.11,73,2,10,19944,1,1,11,1,1,1
8.95,96,0,5,5318,1,0,0,1,1,0
7.68,72,2,9,24463,0,0,0,1,0,0
9.1,80,2,5,15890,0,0,0,1,1,0
6.93,75,2,4,9768,1,1,42,1,1,1
6.31,80,0,6,23004,0,0,0,1,0,1
7.46,82,3,2,4676,0,0,0,1,1,0
7.82,100,2,6,21219,1,0,0,1,1,0
8.68,87,0,4,6604,1,0,0,1,1,0
7.25,81,1,4,12918,1,0,0,1,0,0
7.78,69,0,2,9377,1,1,22,1,1,0
6.21,63,4,9,13633,0,0,0,1,1,1
9.04,99,3,10,16433,0,0,0,1,1,0
7.55,72,4,8,16518,0,0,0,1,1,1
7.24,83,3,5,12973,0,0,0,1,1,1
6.23,85,3,10,23447,0,0,0,1,1,1
10.0,71,1,10,12801,0,0,0,0,1,0
7.4,60,2,2,6448,0,0,0,0,1,1
8.87,72,0,9,10647,1,1,32,1,1,0
6.38,85,0,2,14458,0,0,0,1,1,0
8.34,83,0,3,9231,0,0,0,1,1,0
8.33,87,1,6,14643,1,0,0,1,0,0
8.12,80,1,7,10166,1,0,0,1,1,1
9.25,78,1,4,12963,1,1,47,1,0,0
8.2,76,0,4,6573,1,0,0,1,1,0
8.15,79,6,3,19263,1,0,0,0,1,1
7.99,66,2,4,23322,0,0,0,1,0,0
6.21,75,1,3,15487,1,0,0,1,1,1
7.18,87,0,1,5344,0,0,0,1,0,0
5.9,88,0,1,6654,0,0,0,1,1,0
8.98,85,0,10,4022,0,0,0,1,0,0
8.3,90,0,5,21985,0,1,19,0,1,0
8.57,86,2,1,20520,0,0,0,0,1,0
9.87,98,6,8,18963,0,0,0,1,1,1
8.76,74,1,2,3500,1,0,0,0,1,0
6.84,85,2,10,11534,0,1,25,1,1,1
8.26,70,2,10,4337,0,0,0,1,1,0
6.33,65,5,1,17908,1,0,0,1,1,1
7.7,68,0,7,21556,1,0,0,1,1,0
9.4,81,0,4,19771,0,1,38,1,0,0
7.5,89,2,4,16235,1,1,31,0,1,1
8.51,100,2,6,9009,0,0,0,1,1,0
8.15,81,1,5,11460,1,0,0,1,1,0
10.0,84,1,8,19235,0,1,19,0,1,0
7.38,100,0,5,11864,0,1,42,0,1,1
7.74,100,4,5,19973,1,0,0,1,1,0
10.0,84,0,10,15502,1,1,47,1,1,0
9.75,66,0,10,23040,1,0,0,1,1,0
7.93,74,1,3,3189,1,1,31,1,1,1
7.38,81,0,2,10129,0,1,46,1,1,0
4.44,82,0,1,24154,0,1,36,1,0,1
10.0,83,3,9,21608,1,1,23,0,1,0
7.03,71,2,8,4357,0,1,10,0,1,1
6.51,89,1,7,18667,0,0,0,1,0,0
8.52,97,1,10,9747,1,0,0,1,1,0
9.13,86,1,1,7024,0,1,37,0,1,0
6.82,71,2,6,11821,0,0,0,1,1,0
7.0,63,2,10,4999,0,1,46,1,1,1
6.12,98,2,7,14602,1,0,0,1,1,0
4.81,93,0,6,8292,1,0,0,1,1,0
7.86,75,2,7,24425,0,0,0,1,0,1
6.43,78,1,10,20197,1,1,41,0,1,1
9.02,60,0,7,12260,0,1,37,1,1,1
8.25,90,2,4,24743,1,0,0,1,1,0
6.31,93,0,8,21018,0,0,0,0,1,0
7.74,82,2,1,6536,1,0,0,1,1,0
10.0,81,1,8,22303,0,0,0,1,1,0
6.55,89,1,7,21999,0,0,0,1,1,0
7.96,66,0,1,8754,1,1,14,0,0,1
7.78,93,2,6,20326,0,1,10,0,1,0
5.46,84,1,5,24416,0,1,13,1,1,1
4.68,58,3,8,19852,0,1,18,1,1,1
5.83,71,1,8,9703,1,0,0,1,1,0
4.62,82,1,5,5173,0,0,0,0,1,1
7.14,85,2,2,24892,1,1,34,1,1,0
8.31,68,1,6,3945,0,1,27,1,1,1
7.96,68,2,1,23270,1,1,21,1,1,1
9.05,65,1,4,7754,0,0,0,1,1,0
8.1,83,2,3,13402,0,0,0,1,1,0
7.16,80,3,4,5787,0,0,0,1,1,1
6.91,60,1,7,6324,1,1,47,1,1,1
8.22,89,0,8,6096,0,1,19,1,0,1
8.34,76,4,9,17744,0,0,0,1,0,0
5.56,88,1,9,12639,0,1,39,1,1,1
8.33,82,0,2,17994,0,1,41,0,1,0
8.75,100,2,9,15877,0,0,0,1,1,0
10.0,67,0,9,19913,0,0,0,0,1,0
7.26,78,0,3,16791,0,1,16,1,1,0
9.1,79,1,4,15388,1,0,0,0,0,0
10.0,89,2,9,13315,0,1,37,1,0,0
8.44,83,1,6,20364,1,1,18,1,1,1
7.95,78,1,2,16924,0,1,16,1,1,0
9.01,91,2,6,4367,0,0,0,1,1,0
7.11,79,0,8,20413,0,1,45,1,1,1
7.56,83,0,4,7904,1,0,0,1,1,0
6.72,89,0,3,4906,1,0,0,1,1,0
6.02,81,0,9,4522,0,1,27,1,1,1
6.92,79,1,6,14383,1,1,24,0,1,1
7.37,100,0,5,6918,0,0,0,1,1,0
6.16,91,0,9,21209,0,1,11,0,1,1
7.86,66,1,5,8274,0,1,46,1,0,1
4.76,82,1,1,22588,0,0,0,1,1,1
8.14,98,4,7,21861,1,0,0,1,0,0
7.39,81,0,3,16615,1,1,21,1,1,0
10.0,97,0,3,11693,1,0,0,1,1,0
6.65,78,0,7,23108,0,0,0,1,1,0
9.5,74,0,8,4985,1,0,0,1,1,0
6.4,71,2,6,10351,0,0,0,1,1,1
10.0,91,0,1,24250,0,1,41,1,1,0
6.43,74,3,8,20691,0,0,0,0,0,1
6.12,90,1,6,21457,0,0,0,1,1,1
7.77,69,0,1,15713,1,0,0,1,1,1
8.69,81,2,2,11386,0,0,0,1,1,1
4.0,89,2,8,22341,0,0,0,1,1,1
8.84,80,1,7,11215,0,0,0,0,1,0
6.65,90,1,1,24098,1,0,0,1,1,0
8.36,77,2,5,15663,0,0,0,1,1,1
10.0,86,2,2,18595,0,0,0,1,1,0
7.87,87,3,3,13615,1,0,0,1,1,0
8.15,76,1,6,7601,1,0,0,1,0,0
8.36,85,1,6,22532,0,1,17,1,1,0
8.96,79,2,3,12912,1,1,24,1,1,0
5.58,80,0,4,13688,0,0,0,1,1,1
6.95,100,1,10,10488,1,0,0,1,1,0
9.19,94,2,3,21317,0,0,0,1,1,0
6.65,68,2,2,20360,0,1,13,1,1,1
8.48,86,1,6,9871,0,0,0,1,1,1
7.79,88,3,7,14619,1,0,0,1,0,1
7.28,96,1,7,14259,1,1,17,1,1,1
7.98,74,0,1,9356,1,0,0,1,1,1
7.33,69,2,4,22389,0,0,0,1,1,1
6.42,90,2,10,17602,0,0,0,0,1,1
8.11,77,3,3,9309,0,0,0,1,1,1
8.39,76,0,4,14780,1,0,0,0,1,0
4.41,72,1,5,21795,1,0,0,1,1,1
7.14,85,2,4,20360,1,0,0,1,1,0
7.09,85,0,8,10545,0,0,0,1,1,0
5.52,57,1,7,5175,0,1,47,1,0,1
8.15,85,0,4,24290,0,0,0,1,1,0
7.73,69,3,4,22255,0,1,29,1,1,1
5.88,78,0,7,20304,0,0,0,1,1,1
7.18,96,0,8,4700,1,1,14,1,0,0
7.39,98,1,9,7589,0,0,0,1,1,0
6.98,83,1,1,6104,0,0,0,1,1,0
8.5,77,0,1,23598,0,1,19,1,0,0
6.37,73,1,10,24677,0,0,0,1,1,1
8.83,84,0,4,14700,0,1,23,1,0,0
7.15,81,1,10,22351,0,0,0,1,1,0
7.87,68,1,10,6590,1,0,0,1,1,0
7.75,88,1,4,3860,0,0,0,1,1,0
7.01,92,2,8,10874,0,1,42,1,1,1
8.25,100,1,1,19806,1,1,10,1,0,0
6.61,81,0,3,13240,0,0,0,1,1,0
6.08,82,0,7,24415,0,0,0,0,0,0
7.39,61,1,2,24042,1,1,33,0,1,0
6.79,77,1,8,17726,1,0,0,0,1,1
7.79,100,1,5,16840,1,1,38,1,1,0
8.15,74,0,1,24823,1,1,34,1,0,0
9.08,90,2,2,12998,0,0,0,0,0,0
6.58,79,3,1,12802,1,1,24,1,1,1
5.98,67,2,8,5187,0,0,0,1,1,1
6.86,72,2,10,6767,0,0,0,0,1,1
9.03,77,2,6,18210,1,0,0,1,1,0
7.45,75,2,2,11167,0,0,0,1,0,0
6.98,81,0,4,14816,0,0,0,1,1,0
6.18,83,2,10,17096,0,0,0,1,1,1
6.23,80,0,1,6618,1,1,10,1,1,1
7.73,91,1,3,11400,1,0,0,1,1,1
6.2,81,1,2,13715,0,0,0,1,1,0
8.17,88,2,7,16583,1,0,0,1,1,0
8.97,100,1,10,5658,0,1,39,1,1,0
8.76,87,1,5,6860,1,0,0,1,1,0
7.19,88,0,4,19529,0,0,0,1,1,0
6.83,66,2,5,6217,0,1,15,1,1,1
8.57,91,2,8,9433,0,1,34,1,0,1
6.53,97,0,10,5289,0,1,47,1,0,0
6.59,65,0,8,15892,0,0,0,1,1,1
9.18,83,0,5,14422,0,1,28,1,1,0
7.09,76,2,8,13054,0,0,0,1,1,1
7.16,68,2,8,18064,1,0,0,0,1,1
7.26,85,1,6,11650,1,0,0,1,0,1
5.66,81,2,4,9271,0,0,0,1,0,1
7.14,79,2,2,9569,0,0,0,1,1,0
6.63,83,0,2,14572,1,0,0,1,1,0
8.7,79,0,8,13667,0,1,21,1,1,1
5.39,92,1,9,9754,1,0,0,1,0,1
7.65,74,1,7,3232,0,0,0,0,1,1
8.06,76,0,2,13466,0,1,32,1,1,1
6.09,93,0,2,18073,0,1,24,1,1,1
8.02,88,0,5,20127,0,0,0,1,0,0
8.05,81,2,2,17397,0,0,0,1,1,0
7.74,73,1,4,16615,0,0,0,1,1,0
7.62,78,0,3,22138,0,0,0,1,0,0
7.41,66,1,10,16900,0,0,0,0,1,0
6.81,82,3,9,13540,0,0,0,1,1,0
7.35,85,0,1,21794,0,1,32,1,1,0
6.89,96,0,5,20602,0,1,13,0,1,0
8.31,84,0,3,5492,1,1,32,0,1,0
8.46,80,0,5,15347,1,0,0,1,0,0
7.32,79,0,4,23887,1,1,25,1,1,1
9.54,94,2,3,21276,1,0,0,1,1,0
7.12,88,0,9,7600,0,1,47,1,1,1
8.5,74,2,5,24830,0,0,0,1,1,1
6.39,66,0,4,24160,0,1,21,1,1,0
8.06,80,1,8,7890,0,0,0,1,1,0
8.17,94,0,2,4433,1,0,0,1,1,0
6.29,78,5,6,14390,0,0,0,1,1,1
8.31,68,0,3,13797,0,0,0,0,1,0
8.2,72,2,4,16358,0,1,43,0,1,1
8.5,79,2,10,10072,0,0,0,1,1,0
8.39,89,0,8,17611,0,1,28,0,0,0
5.85,84,5,8,5696,1,1,28,1,1,1
7.52,66,2,8,21162,1,0,0,0,0,0
8.75,86,1,9,20781,0,0,0,1,0,0
8.21,90,0,3,23270,1,0,0,1,0,0
7.25,75,0,8,20010,0,0,0,1,1,0
6.77,100,2,6,21492,0,1,44,0,1,1
9.87,94,4,8,13534,1,0,0,1,0,0
8.97,71,0,2,5013,1,0,0,1,1,0
8.79,83,0,3,17988,1,0,0,1,1,0
7.61,88,1,2,13760,1,0,0,1,1,0
7.37,100,0,4,15634,0,1,47,1,1,1
7.54,87,3,1,15073,0,0,0,1,0,0
7.69,70,1,6,13833,0,0,0,0,1,0
6.61,96,2,7,24812,1,1,35,1,1,1
8.72,78,2,4,22510,0,1,20,1,1,1
8.08,86,3,3,10029,1,1,29,1,1,1
7.02,73,2,7,7011,1,1,32,1,1,1
7.89,89,2,6,13368,0,0,0,1,0,0
7.61,91,0,2,7657,1,1,15,1,0,0
9.06,95,1,3,9924,0,0,0,1,0,0
6.56,98,1,2,24602,0,1,27,1,1,1
9.1,81,1,8,5351,1,1,41,1,0,0
7.54,84,1,7,3069,0,0,0,1,1,0
7.98,78,0,5,21484,1,1,44,1,1,1
6.57,96,1,6,16703,0,1,25,1,1,1
5.15,72,1,8,24917,0,0,0,0,1,1
9.66,93,0,1,16218,0,1,25,1,1,0
7.77,94,0,1,11271,1,1,39,1,1,0
7.9,83,2,3,21564,0,0,0,1,0,0
9.37,90,0,4,15846,0,0,0,1,0,0
7.67,76,2,2,22694,0,1,37,0,0,1
6.23,73,1,5,8231,1,0,0,1,0,1
6.5,71,5,10,16363,0,0,0,0,1,1
6.03,90,3,2,5142,1,1,25,1,0,1
9.06,76,3,9,7178,0,0,0,1,1,0
8.79,69,1,6,3886,0,1,24,1,0,0
6.71,79,4,7,18679,0,0,0,1,1,1
5.99,100,0,4,13229,0,1,33,1,1,1
6.42,92,2,7,10881,1,0,0,1,1,1
6.71,80,2,6,10684,0,0,0,1,1,1
9.67,80,2,7,5829,0,0,0,1,1,0
7.0,89,1,6,17863,0,0,0,1,1,0
10.0,55,0,7,21871,0,0,0,1,0,0
6.97,67,3,1,5841,0,0,0,0,1,0
7.81,89,3,8,13758,1,0,0,1,1,0
8.24,64,1,7,4618,0,0,0,1,0,0
9.32,88,3,5,12072,0,0,0,1,1,1
6.98,88,2,10,17581,1,1,28,1,1,0
6.22,67,2,4,23731,0,1,24,1,1,1
6.8,84,0,3,8159,0,0,0,1,1,1
6.16,78,1,4,23384,0,1,44,0,0,1
5.77,75,3,10,3571,0,0,0,1,1,1
7.19,76,0,6,9150,0,0,0,1,1,0
6.43,64,3,2,16808,0,1,45,1,1,1
5.01,76,3,3,19570,0,1,12,0,1,1
7.44,100,2,4,12682,1,0,0,1,0,0
8.71,88,1,6,22989,1,1,33,1,1,1
7.11,85,0,3,11695,0,0,0,1,1,0
7.89,88,1,2,19048,0,0,0,1,1,0
7.6,72,2,3,15020,1,0,0,0,1,0
9.59,91,2,7,23851,0,1,40,1,1,0
8.48,72,0,1,11547,0,1,32,1,1,1
9.89,66,1,4,20374,1,0,0,0,0,0
8.47,83,2,7,14636,1,0,0,1,1,0
3.02,83,0,10,15710,1,1,19,1,1,1
7.45,84,2,9,14478,0,1,15,1,1,1
8.91,86,2,6,19768,0,0,0,0,0,0
8.66,80,1,4,13597,1,1,42,0,1,1
5.91,83,3,5,11632,0,0,0,1,1,1
7.3,68,3,4,3107,0,0,0,1,1,1
9.88,82,0,10,19955,0,0,0,1,1,0
7.92,69,3,10,4916,0,0,0,1,1,1
5.85,60,0,8,15478,0,1,16,1,1,1
4.64,88,0,10,23041,1,0,0,1,1,0
6.6,91,1,10,19423,0,1,17,0,1,0
5.8,80,1,2,15015,1,1,11,1,0,1
9.71,73,1,5,10844,0,0,0,1,1,0
10.0,76,1,3,13136,0,1,31,0,1,1
8.03,93,1,5,3999,0,0,0,1,1,0
8.15,66,1,10,24202,0,0,0,1,1,0
8.72,85,0,8,19180,0,0,0,1,1,0
6.46,100,1,2,22692,0,1,33,1,1,0
8.67,87,0,4,11364,0,1,41,1,1,1
6.08,70,2,9,3835,1,0,0,0,1,1
7.88,66,1,8,9756,1,0,0,0,1,0
8.41,89,1,4,16747,0,0,0,1,1,0
8.91,100,3,4,12293,1,0,0,1,0,0
6.51,87,0,10,22440,0,1,14,1,1,0
8.74,81,1,9,21387,1,0,0,1,1,0
7.89,96,1,4,4481,0,1,41,1,1,0
9.17,81,1,9,15772,0,0,0,1,1,0
5.95,81,1,8,5481,0,0,0,1,1,1
7.58,87,4,4,6523,1,0,0,1,1,0
7.0,81,0,10,4129,0,0,0,1,1,1
10.0,98,2,3,9319,0,0,0,1,1,0
6.68,87,1,5,15629,1,0,0,0,1,0
10.0,84,1,9,23775,0,1,21,0,0,0
6.77,92,0,6,21094,1,1,12,1,1,0
8.6,85,0,7,10366,1,0,0,0,1,0
5.55,86,1,7,19866,1,0,0,0,0,1
8.98,80,1,1,6052,0,1,39,1,1,1
7.78,67,0,1,8270,0,1,40,1,1,1
6.8,71,1,10,7262,1,0,0,1,1,0
10.0,75,0,1,6733,0,0,0,0,0,0
7.01,81,0,1,13788,0,1,15,1,1,0
4.94,75,3,7,7364,1,0,0,0,1,1
9.82,82,0,1,7585,0,1,31,1,0,0
5.64,80,0,3,7997,0,1,29,1,0,1
7.73,93,2,3,10152,0,0,0,1,1,1
7.44,75,3,10,24437,0,1,29,1,1,1
7.4,75,0,7,19145,0,0,0,1,1,0
7.89,75,1,1,5626,1,0,0,1,1,0
7.51,79,2,3,11031,0,0,0,1,1,0
8.67,70,0,9,23225,1,0,0,1,1,0
9.05,82,0,3,7038,0,0,0,0,1,0
6.32,89,0,9,8970,0,0,0,1,1,0
6.31,69,3,3,15948,0,0,0,0,1,1
8.74,82,1,9,19151,0,1,27,1,0,1
9.05,74,0,8,21161,0,0,0,1,1,0
8.82,68,2,5,9237,1,0,0,1,1,0
8.84,86,2,7,6785,0,1,36,1,1,1
8.12,96,0,2,21250,0,0,0,1,1,0
5.45,88,3,10,7828,0,0,0,1,1,1
9.17,73,2,2,21716,0,1,30,1,0,0
6.75,85,3,1,22657,0,0,0,1,0,1
7.69,74,1,6,10578,0,1,31,1,1,1
5.86,99,1,2,24389,0,0,0,1,1,1
9.14,76,0,4,4806,1,1,44,1,1,0
10.0,74,1,9,8148,1,1,38,1,0,0
6.11,84,1,1,6067,1,0,0,1,1,1
7.86,80,2,4,23851,0,1,20,1,1,1
7.39,78,0,8,24088,0,0,0,1,1,0
8.6,77,1,9,24883,0,1,47,1,1,0
5.54,72,1,10,11081,1,0,0,1,1,1
5.63,91,0,1,10298,0,0,0,0,1,0
6.3,78,1,9,18064,1,0,0,1,0,1
6.98,74,1,6,12033,1,0,0,1,1,0
8.01,70,0,2,6144,1,1,19,0,1,1
9.31,95,2,7,14172,0,0,0,1,1,0
9.63,75,1,7,19398,0,1,43,1,1,0
5.42,75,1,1,15401,1,0,0,1,1,1
7.03,85,0,5,11776,1,1,37,0,1,1
8.34,89,1,9,18040,0,0,0,1,1,0
7.39,84,0,3,11813,0,0,0,1,0,0
8.47,68,4,10,24855,0,0,0,1,0,0
6.4,75,1,3,10132,0,0,0,0,0,1
8.09,69,1,6,16346,0,0,0,0,1,0
7.43,86,0,8,13622,0,1,33,0,0,1
6.41,86,1,9,8659,1,1,34,1,1,1
8.56,90,0,6,9370,1,0,0,1,1,0
8.44,95,0,4,3848,0,1,38,1,0,1
6.0,89,2,6,16924,0,0,0,0,1,0
6.29,81,0,8,16965,0,0,0,1,1,0
7.85,98,2,7,22146,0,0,0,1,1,0
5.95,73,3,1,9505,1,0,0,1,1,1
